Indnum,Household heating < 70F,Household heating => 70F,Small kitchen appliance in the home,TV/computer use,Use of air conditioner,Use of heat pump,air travel - large plane,air travel - small  plane (<50 seats),bags of compost deposited (negative CF),bags of garbage disposed,bags of recycling deposited (negative CF),bath,car trips - 2+ people with multiple end points,car trips - driver and self,car trips- self only,hazardous or electric items disposed,large items disposed,shower - long (> 3 min),shower - short,trips using public ground transportation,use of  oven,use of clothes dryer,use of clothes washer,use of cooking range,use of dishwasher,use of self-clean feature of electric oven,wash-up
151,61.0,68.0,,25.0,42.0,51.0,49.0,,,43.0,,10.0,,29.0,60.0,,17.0,83.0,86.0,47.0,32.0,16.0,29.0,,19.0,16.0,26.0
152,87.0,66.0,,31.0,56.0,41.0,48.0,,,48.0,,18.0,,31.0,58.0,,17.0,92.0,86.0,62.0,36.0,20.0,35.0,,21.0,14.0,29.0
153,90.0,84.0,,29.0,51.0,53.0,48.0,,,48.0,,20.0,,23.0,59.0,,17.0,91.0,88.0,42.0,40.0,20.0,33.0,,22.0,13.0,26.0
154,64.0,77.0,,29.0,50.0,49.0,46.0,,13.0,50.0,,11.0,,28.0,54.0,,15.0,92.0,90.0,56.0,40.0,12.0,39.0,,21.0,17.0,26.0
155,92.0,74.0,,31.0,52.0,54.0,50.0,,,44.0,,14.0,,30.0,58.0,,20.0,88.0,93.0,60.0,34.0,18.0,32.0,,23.0,20.0,29.0
156,80.0,81.0,,29.0,43.0,51.0,43.0,,,42.0,,21.0,,34.0,62.0,,19.0,91.0,93.0,43.0,38.0,20.0,48.0,,24.0,11.0,30.0
157,90.0,66.0,,24.0,44.0,52.0,43.0,,,44.0,,20.0,,32.0,62.0,,12.0,84.0,84.0,42.0,39.0,11.0,43.0,,23.0,14.0,40.0
158,72.0,72.0,,29.0,53.0,50.0,41.0,33.0,,46.0,,19.0,,38.0,54.0,,12.0,75.0,92.0,62.0,33.0,15.0,31.0,,20.0,21.0,28.0
159,72.0,62.0,,26.0,39.0,46.0,50.0,,,51.0,,15.0,,28.0,43.0,,19.0,86.0,85.0,53.0,35.0,12.0,34.0,,21.0,11.0,34.0
160,87.0,85.0,,25.0,51.0,51.0,50.0,,,44.0,,22.0,,29.0,61.0,,20.0,87.0,87.0,51.0,38.0,17.0,30.0,,19.0,13.0,24.0
161,91.0,73.0,,24.0,47.0,49.0,41.0,,,48.0,,9.0,,26.0,58.0,,20.0,76.0,94.0,55.0,31.0,11.0,45.0,,21.0,15.0,39.0
162,84.0,68.0,,25.0,44.0,48.0,42.0,,,41.0,,14.0,,29.0,47.0,,12.0,78.0,89.0,51.0,37.0,15.0,31.0,,19.0,19.0,33.0
163,89.0,63.0,,26.0,46.0,53.0,45.0,,,45.0,,18.0,,21.0,49.0,,15.0,86.0,94.0,54.0,37.0,15.0,40.0,,23.0,20.0,44.0
164,85.0,80.0,,27.0,57.0,40.0,47.0,,,45.0,,9.0,,36.0,52.0,,20.0,80.0,86.0,42.0,37.0,13.0,41.0,,24.0,14.0,29.0
165,65.0,93.0,,24.0,43.0,48.0,48.0,,,47.0,,22.0,,24.0,46.0,,13.0,79.0,82.0,53.0,33.0,17.0,33.0,,21.0,12.0,40.0
166,63.0,65.0,,27.0,45.0,47.0,48.0,,,47.0,,22.0,,39.0,61.0,,19.0,88.0,83.0,42.0,41.0,21.0,39.0,,24.0,16.0,37.0
167,73.0,81.0,,30.0,56.0,51.0,42.0,,,49.0,,22.0,,31.0,60.0,,13.0,91.0,85.0,56.0,37.0,19.0,29.0,,25.0,20.0,41.0
168,78.0,93.0,,24.0,46.0,48.0,42.0,,,44.0,,10.0,,36.0,51.0,,17.0,87.0,92.0,48.0,35.0,21.0,40.0,,25.0,19.0,41.0
169,90.0,81.0,,30.0,38.0,48.0,50.0,,9.0,42.0,,22.0,,24.0,59.0,,14.0,76.0,90.0,55.0,35.0,17.0,29.0,,22.0,16.0,27.0
170,61.0,65.0,,24.0,50.0,46.0,50.0,,,46.0,,15.0,,38.0,51.0,,19.0,87.0,90.0,48.0,36.0,18.0,46.0,,22.0,18.0,31.0
171,65.0,77.0,,29.0,43.0,48.0,44.0,,,48.0,,21.0,,34.0,50.0,,18.0,78.0,87.0,44.0,39.0,20.0,47.0,,20.0,18.0,40.0
172,70.0,80.0,,22.0,45.0,40.0,42.0,,,43.0,,15.0,,22.0,43.0,,16.0,84.0,84.0,58.0,41.0,15.0,40.0,,20.0,18.0,35.0
173,92.0,64.0,,30.0,57.0,41.0,51.0,,,44.0,,13.0,,24.0,58.0,,13.0,89.0,93.0,42.0,40.0,18.0,39.0,,19.0,19.0,27.0
174,68.0,91.0,,31.0,46.0,55.0,47.0,,,43.0,,19.0,,35.0,59.0,,19.0,78.0,92.0,51.0,35.0,19.0,28.0,,22.0,12.0,38.0
175,80.0,88.0,,27.0,58.0,55.0,45.0,,,46.0,,17.0,,29.0,48.0,,16.0,85.0,93.0,57.0,33.0,15.0,28.0,,23.0,17.0,40.0
176,66.0,70.0,,23.0,38.0,40.0,42.0,,,42.0,,18.0,,35.0,58.0,,14.0,78.0,93.0,61.0,40.0,15.0,34.0,,20.0,12.0,32.0
177,75.0,69.0,,25.0,56.0,41.0,49.0,,4.0,49.0,,22.0,,27.0,49.0,,18.0,88.0,93.0,50.0,35.0,19.0,40.0,,24.0,18.0,37.0
178,90.0,87.0,,26.0,58.0,50.0,43.0,,,46.0,,18.0,,20.0,46.0,,14.0,72.0,96.0,49.0,37.0,15.0,27.0,,24.0,11.0,27.0
179,92.0,88.0,,29.0,39.0,40.0,51.0,,,45.0,,19.0,,23.0,45.0,,17.0,76.0,85.0,47.0,34.0,12.0,41.0,,20.0,18.0,43.0
180,80.0,84.0,,25.0,55.0,52.0,48.0,,,46.0,,21.0,,37.0,55.0,,18.0,72.0,84.0,51.0,41.0,15.0,30.0,,23.0,20.0,31.0
181,62.0,85.0,,23.0,42.0,40.0,51.0,,,43.0,,9.0,,21.0,44.0,,18.0,91.0,83.0,50.0,37.0,15.0,36.0,,22.0,14.0,36.0
182,91.0,82.0,,31.0,51.0,43.0,43.0,,,44.0,,10.0,,39.0,61.0,,20.0,77.0,95.0,59.0,31.0,20.0,47.0,,23.0,21.0,26.0
183,87.0,67.0,,29.0,55.0,40.0,46.0,,,51.0,,9.0,,27.0,50.0,,20.0,84.0,94.0,57.0,33.0,17.0,34.0,,20.0,11.0,37.0
184,88.0,75.0,,29.0,53.0,55.0,50.0,,,49.0,,19.0,,33.0,43.0,,13.0,78.0,85.0,45.0,37.0,16.0,42.0,,24.0,15.0,26.0
185,88.0,72.0,,22.0,56.0,51.0,49.0,,,50.0,,11.0,,36.0,43.0,,14.0,81.0,90.0,47.0,31.0,16.0,47.0,,19.0,19.0,25.0
186,71.0,81.0,,22.0,48.0,41.0,42.0,,,42.0,,20.0,,33.0,60.0,,15.0,84.0,88.0,44.0,37.0,17.0,33.0,,21.0,14.0,29.0
187,92.0,88.0,,22.0,55.0,55.0,46.0,,11.0,49.0,,15.0,,25.0,42.0,,13.0,76.0,85.0,55.0,38.0,21.0,44.0,,19.0,14.0,41.0
188,75.0,80.0,,23.0,40.0,51.0,51.0,,4.0,46.0,,21.0,,22.0,59.0,,12.0,83.0,92.0,56.0,39.0,16.0,48.0,,20.0,17.0,43.0
189,73.0,88.0,,26.0,43.0,53.0,47.0,,4.0,44.0,,20.0,,23.0,59.0,,17.0,72.0,97.0,56.0,39.0,20.0,42.0,,19.0,18.0,39.0
190,64.0,67.0,,29.0,44.0,53.0,41.0,,,43.0,,19.0,,26.0,45.0,,15.0,88.0,96.0,52.0,33.0,21.0,31.0,,20.0,21.0,44.0
191,71.0,75.0,,24.0,54.0,53.0,49.0,,,50.0,,20.0,,19.0,58.0,,13.0,78.0,94.0,62.0,37.0,21.0,32.0,,21.0,14.0,32.0
192,65.0,77.0,,28.0,41.0,46.0,45.0,,,41.0,,21.0,,33.0,62.0,,12.0,72.0,86.0,60.0,32.0,11.0,30.0,,20.0,12.0,38.0
193,69.0,90.0,,25.0,38.0,52.0,45.0,,,46.0,,9.0,,28.0,53.0,,19.0,78.0,90.0,53.0,33.0,13.0,43.0,,22.0,12.0,34.0
194,69.0,62.0,,21.0,41.0,49.0,50.0,,,51.0,,22.0,,20.0,54.0,,12.0,75.0,87.0,42.0,36.0,19.0,39.0,,20.0,17.0,28.0
195,72.0,72.0,,22.0,50.0,40.0,48.0,,4.0,45.0,,10.0,,30.0,47.0,,12.0,85.0,98.0,61.0,41.0,18.0,44.0,,19.0,20.0,26.0
196,70.0,92.0,,30.0,43.0,46.0,47.0,32.0,,46.0,,11.0,,37.0,49.0,,16.0,73.0,86.0,56.0,35.0,21.0,45.0,,19.0,12.0,28.0
197,70.0,87.0,,24.0,41.0,46.0,51.0,,,42.0,,9.0,,23.0,42.0,,16.0,76.0,86.0,53.0,33.0,16.0,37.0,,25.0,12.0,30.0
198,60.0,72.0,,26.0,56.0,40.0,49.0,,,46.0,,10.0,,32.0,47.0,,17.0,92.0,84.0,57.0,40.0,16.0,37.0,,21.0,18.0,40.0
199,93.0,80.0,,22.0,56.0,45.0,46.0,,,50.0,,13.0,,27.0,42.0,,15.0,85.0,86.0,47.0,35.0,11.0,33.0,,19.0,12.0,29.0
200,70.0,82.0,,31.0,43.0,43.0,43.0,,,51.0,,15.0,,20.0,43.0,,16.0,88.0,91.0,54.0,36.0,18.0,33.0,,21.0,21.0,36.0
201,78.0,70.0,,28.0,56.0,54.0,49.0,,,47.0,,15.0,,37.0,49.0,,13.0,86.0,85.0,42.0,33.0,19.0,37.0,,20.0,11.0,27.0
202,89.0,83.0,,26.0,54.0,47.0,47.0,,,41.0,,15.0,,32.0,59.0,,15.0,89.0,85.0,42.0,39.0,19.0,37.0,,24.0,11.0,40.0
203,61.0,82.0,,28.0,40.0,47.0,49.0,,13.0,45.0,,21.0,,33.0,53.0,,17.0,72.0,91.0,58.0,32.0,20.0,36.0,,19.0,20.0,25.0
204,74.0,78.0,,28.0,42.0,53.0,49.0,,,44.0,,19.0,,35.0,48.0,,17.0,83.0,95.0,52.0,37.0,12.0,29.0,,21.0,20.0,29.0
205,70.0,67.0,,24.0,57.0,52.0,51.0,,,42.0,6.0,22.0,,30.0,62.0,,12.0,84.0,95.0,50.0,41.0,21.0,40.0,,20.0,21.0,38.0
206,64.0,69.0,,21.0,46.0,52.0,51.0,,,47.0,,20.0,,33.0,59.0,,19.0,82.0,96.0,48.0,37.0,16.0,37.0,,23.0,17.0,24.0
207,77.0,79.0,,31.0,57.0,49.0,48.0,,6.0,46.0,,19.0,,29.0,55.0,,18.0,79.0,83.0,45.0,36.0,17.0,30.0,,25.0,19.0,24.0
208,84.0,83.0,,23.0,49.0,55.0,48.0,,,43.0,,17.0,,26.0,50.0,,15.0,83.0,94.0,46.0,41.0,15.0,45.0,,23.0,19.0,44.0
209,62.0,60.0,,23.0,53.0,47.0,50.0,,,41.0,16.0,10.0,,27.0,45.0,,16.0,79.0,91.0,48.0,41.0,20.0,42.0,,19.0,21.0,33.0
210,64.0,86.0,,24.0,53.0,49.0,49.0,,,45.0,,16.0,,33.0,57.0,,16.0,78.0,98.0,43.0,31.0,21.0,46.0,,22.0,14.0,33.0
211,74.0,83.0,,22.0,47.0,41.0,45.0,,,43.0,,21.0,,23.0,52.0,,19.0,84.0,97.0,62.0,36.0,16.0,27.0,,19.0,16.0,37.0
212,86.0,84.0,,26.0,53.0,47.0,48.0,,,45.0,,21.0,,20.0,56.0,,12.0,74.0,82.0,61.0,39.0,13.0,28.0,,23.0,17.0,24.0
213,93.0,87.0,,24.0,51.0,48.0,42.0,,6.0,41.0,12.0,9.0,,36.0,59.0,,13.0,73.0,92.0,61.0,32.0,15.0,36.0,,23.0,12.0,35.0
214,69.0,60.0,,31.0,43.0,52.0,42.0,,,43.0,,18.0,,28.0,55.0,,19.0,81.0,94.0,55.0,40.0,14.0,31.0,,21.0,11.0,40.0
215,64.0,87.0,,24.0,56.0,42.0,45.0,,,46.0,,17.0,,25.0,51.0,,13.0,92.0,97.0,48.0,38.0,19.0,48.0,,22.0,17.0,25.0
216,86.0,79.0,,27.0,58.0,52.0,48.0,,,49.0,,15.0,,37.0,50.0,,15.0,78.0,88.0,61.0,38.0,20.0,36.0,,25.0,13.0,35.0
217,77.0,91.0,,30.0,55.0,49.0,51.0,,,50.0,,12.0,,37.0,50.0,,13.0,72.0,90.0,43.0,36.0,13.0,31.0,,23.0,13.0,34.0
218,88.0,75.0,,21.0,58.0,40.0,45.0,,,51.0,,14.0,,33.0,53.0,,14.0,91.0,82.0,56.0,36.0,13.0,40.0,,24.0,12.0,24.0
219,87.0,81.0,,26.0,48.0,55.0,43.0,,,41.0,,9.0,,30.0,59.0,,14.0,77.0,97.0,53.0,33.0,21.0,28.0,,23.0,14.0,27.0
220,90.0,77.0,,24.0,38.0,52.0,50.0,,9.0,46.0,,15.0,,22.0,43.0,,14.0,81.0,90.0,60.0,39.0,17.0,33.0,,23.0,18.0,26.0
221,72.0,65.0,,25.0,55.0,40.0,43.0,,,41.0,,18.0,,37.0,52.0,,16.0,84.0,98.0,51.0,31.0,19.0,45.0,,21.0,11.0,36.0
222,91.0,90.0,,23.0,39.0,49.0,48.0,,,46.0,4.0,15.0,,32.0,46.0,,19.0,76.0,92.0,53.0,38.0,18.0,28.0,,23.0,14.0,40.0
223,73.0,69.0,,23.0,57.0,45.0,50.0,,11.0,41.0,,19.0,,22.0,46.0,,19.0,80.0,88.0,43.0,36.0,18.0,36.0,,22.0,21.0,37.0
224,71.0,91.0,,21.0,44.0,43.0,51.0,,9.0,44.0,,12.0,,27.0,52.0,,20.0,74.0,89.0,42.0,32.0,14.0,27.0,,23.0,21.0,29.0
225,88.0,77.0,,26.0,43.0,46.0,44.0,,,43.0,,13.0,,28.0,51.0,,12.0,87.0,97.0,61.0,39.0,15.0,41.0,,19.0,11.0,35.0
226,62.0,66.0,,28.0,52.0,47.0,45.0,,,42.0,,16.0,,19.0,57.0,,14.0,76.0,87.0,59.0,36.0,21.0,33.0,,19.0,17.0,39.0
227,92.0,75.0,,29.0,48.0,47.0,50.0,,,45.0,,11.0,,26.0,56.0,,18.0,87.0,84.0,51.0,35.0,17.0,40.0,,19.0,15.0,37.0
228,69.0,68.0,,26.0,55.0,53.0,41.0,,,43.0,,22.0,,22.0,58.0,,13.0,82.0,84.0,43.0,34.0,21.0,27.0,,20.0,19.0,24.0
229,74.0,83.0,,21.0,39.0,49.0,42.0,,,44.0,,12.0,,28.0,62.0,,13.0,79.0,85.0,50.0,34.0,19.0,28.0,,20.0,18.0,34.0
230,73.0,78.0,,26.0,51.0,55.0,42.0,33.0,,47.0,,20.0,,24.0,60.0,,12.0,84.0,94.0,62.0,31.0,21.0,42.0,,23.0,20.0,33.0
231,74.0,80.0,,26.0,52.0,55.0,44.0,,,41.0,,20.0,,28.0,62.0,,17.0,73.0,89.0,42.0,39.0,15.0,36.0,,19.0,20.0,35.0
232,76.0,82.0,,21.0,53.0,49.0,47.0,,,50.0,,17.0,,22.0,59.0,,13.0,92.0,87.0,61.0,41.0,11.0,40.0,,23.0,12.0,31.0
233,63.0,62.0,,25.0,54.0,43.0,46.0,,,43.0,,22.0,,38.0,46.0,,18.0,84.0,96.0,46.0,39.0,21.0,39.0,,23.0,15.0,35.0
234,83.0,85.0,,25.0,49.0,50.0,45.0,,,45.0,,15.0,,20.0,52.0,,14.0,82.0,93.0,58.0,38.0,18.0,44.0,,21.0,13.0,26.0
235,77.0,66.0,,23.0,51.0,49.0,46.0,,,49.0,,11.0,,34.0,52.0,,19.0,87.0,95.0,56.0,33.0,11.0,40.0,,24.0,12.0,37.0
236,86.0,66.0,,26.0,47.0,47.0,44.0,,,43.0,,19.0,,27.0,42.0,,12.0,81.0,92.0,43.0,40.0,20.0,40.0,,19.0,16.0,35.0
237,83.0,65.0,,27.0,55.0,40.0,43.0,,,43.0,,13.0,,35.0,51.0,,14.0,77.0,83.0,56.0,31.0,18.0,42.0,,19.0,16.0,35.0
238,65.0,66.0,,28.0,45.0,52.0,48.0,21.0,,45.0,,16.0,,40.0,53.0,,17.0,85.0,85.0,62.0,38.0,19.0,30.0,,24.0,12.0,44.0
239,66.0,72.0,,30.0,48.0,49.0,51.0,,9.0,45.0,,16.0,,36.0,60.0,,16.0,87.0,84.0,45.0,41.0,15.0,38.0,,20.0,18.0,30.0
240,67.0,61.0,,26.0,38.0,54.0,49.0,,,43.0,,12.0,,37.0,47.0,,16.0,76.0,91.0,43.0,37.0,18.0,27.0,,20.0,16.0,38.0
241,88.0,90.0,,27.0,46.0,49.0,51.0,,15.0,51.0,,16.0,,32.0,52.0,,17.0,79.0,84.0,53.0,32.0,16.0,43.0,,22.0,12.0,40.0
242,75.0,93.0,,21.0,45.0,40.0,41.0,,,42.0,,18.0,,40.0,51.0,,16.0,74.0,84.0,53.0,32.0,17.0,32.0,,25.0,15.0,28.0
243,61.0,82.0,,29.0,40.0,43.0,46.0,,,43.0,,20.0,,19.0,62.0,,13.0,82.0,94.0,51.0,31.0,17.0,30.0,,20.0,20.0,43.0
244,72.0,76.0,,28.0,52.0,43.0,50.0,,6.0,41.0,,13.0,,36.0,50.0,,16.0,85.0,98.0,47.0,41.0,15.0,35.0,,23.0,15.0,29.0
245,90.0,85.0,,27.0,55.0,42.0,49.0,,,48.0,,13.0,,37.0,54.0,,19.0,88.0,84.0,60.0,40.0,20.0,35.0,,25.0,14.0,44.0
246,67.0,70.0,,31.0,42.0,48.0,43.0,27.0,,46.0,,18.0,,23.0,56.0,,14.0,86.0,93.0,62.0,33.0,12.0,45.0,,25.0,21.0,30.0
247,75.0,70.0,,31.0,50.0,47.0,45.0,,9.0,43.0,,19.0,,22.0,44.0,,18.0,88.0,95.0,60.0,41.0,21.0,33.0,,21.0,20.0,31.0
248,63.0,91.0,,27.0,56.0,46.0,47.0,,,45.0,,9.0,,39.0,42.0,,13.0,77.0,85.0,58.0,34.0,16.0,38.0,,21.0,14.0,42.0
249,63.0,88.0,,24.0,50.0,41.0,47.0,,,48.0,,11.0,,28.0,60.0,,14.0,82.0,98.0,55.0,40.0,11.0,32.0,,19.0,11.0,39.0
250,83.0,88.0,,22.0,52.0,54.0,42.0,,,47.0,,12.0,,27.0,51.0,,16.0,88.0,84.0,48.0,38.0,21.0,40.0,,20.0,21.0,25.0
251,90.0,83.0,,21.0,49.0,40.0,48.0,,,49.0,,9.0,,34.0,48.0,,13.0,77.0,90.0,47.0,31.0,19.0,39.0,,21.0,18.0,42.0
252,91.0,63.0,,22.0,52.0,49.0,46.0,,,50.0,,14.0,,38.0,58.0,,15.0,72.0,97.0,42.0,39.0,21.0,27.0,,20.0,20.0,29.0
253,61.0,61.0,,30.0,45.0,53.0,45.0,,,50.0,,22.0,,34.0,43.0,,14.0,81.0,93.0,58.0,32.0,19.0,33.0,,23.0,19.0,40.0
254,81.0,92.0,,29.0,54.0,44.0,50.0,,13.0,41.0,,13.0,,25.0,46.0,,20.0,74.0,96.0,46.0,37.0,19.0,42.0,,19.0,16.0,33.0
255,92.0,82.0,,25.0,54.0,43.0,43.0,,,51.0,,12.0,,40.0,48.0,,17.0,89.0,85.0,43.0,39.0,17.0,37.0,,24.0,16.0,34.0
256,91.0,69.0,,22.0,48.0,48.0,42.0,,,49.0,,19.0,,25.0,59.0,,19.0,74.0,85.0,43.0,40.0,14.0,35.0,,22.0,19.0,27.0
257,87.0,80.0,,31.0,48.0,54.0,43.0,,,42.0,,13.0,,25.0,53.0,,13.0,87.0,95.0,58.0,32.0,11.0,38.0,,19.0,16.0,28.0
258,60.0,66.0,,25.0,50.0,51.0,42.0,,,41.0,,20.0,,40.0,54.0,,20.0,92.0,86.0,60.0,37.0,15.0,44.0,,24.0,13.0,25.0
259,66.0,60.0,,25.0,57.0,43.0,47.0,26.0,,41.0,,15.0,,35.0,50.0,,16.0,83.0,97.0,50.0,35.0,20.0,47.0,,25.0,13.0,43.0
260,82.0,74.0,,24.0,38.0,46.0,42.0,,,50.0,,18.0,,27.0,56.0,,13.0,80.0,89.0,52.0,41.0,15.0,33.0,,20.0,14.0,25.0
261,67.0,63.0,,29.0,47.0,49.0,43.0,,,43.0,,11.0,,27.0,44.0,,17.0,81.0,93.0,49.0,38.0,13.0,31.0,,25.0,12.0,43.0
262,83.0,74.0,,25.0,47.0,40.0,42.0,,,41.0,,22.0,,21.0,46.0,,20.0,86.0,91.0,61.0,38.0,21.0,28.0,,19.0,17.0,31.0
263,92.0,64.0,,30.0,50.0,43.0,41.0,,,50.0,,21.0,,19.0,46.0,,13.0,77.0,94.0,61.0,39.0,15.0,37.0,,22.0,18.0,29.0
264,72.0,67.0,,29.0,46.0,41.0,41.0,,,50.0,,10.0,,19.0,58.0,,18.0,75.0,88.0,47.0,41.0,13.0,35.0,,20.0,17.0,30.0
265,62.0,76.0,,24.0,57.0,51.0,47.0,,,45.0,,13.0,,26.0,53.0,,15.0,92.0,83.0,50.0,37.0,21.0,31.0,,24.0,20.0,29.0
266,87.0,76.0,,21.0,57.0,43.0,51.0,,,49.0,,9.0,,33.0,55.0,,19.0,91.0,89.0,49.0,35.0,12.0,29.0,,19.0,11.0,29.0
267,62.0,88.0,,28.0,48.0,40.0,50.0,,,44.0,,11.0,,33.0,46.0,,12.0,75.0,88.0,62.0,34.0,16.0,43.0,,21.0,14.0,43.0
268,69.0,90.0,,23.0,46.0,50.0,44.0,,,45.0,,19.0,,28.0,49.0,,17.0,91.0,85.0,43.0,31.0,14.0,41.0,,24.0,12.0,44.0
269,73.0,67.0,,21.0,53.0,48.0,48.0,,,43.0,,9.0,,28.0,50.0,,13.0,72.0,89.0,59.0,33.0,14.0,43.0,,21.0,19.0,27.0
270,93.0,77.0,,22.0,49.0,48.0,46.0,,,51.0,,18.0,,31.0,57.0,,13.0,79.0,85.0,44.0,40.0,19.0,36.0,,24.0,17.0,30.0
271,92.0,80.0,,29.0,45.0,54.0,50.0,,,42.0,,9.0,,39.0,48.0,,15.0,86.0,95.0,56.0,36.0,11.0,28.0,,25.0,17.0,25.0
272,67.0,63.0,,31.0,56.0,53.0,43.0,,,46.0,,22.0,,28.0,44.0,,13.0,86.0,94.0,51.0,32.0,13.0,46.0,,20.0,12.0,28.0
273,84.0,80.0,,21.0,51.0,55.0,46.0,,,48.0,10.0,13.0,,31.0,51.0,,18.0,78.0,90.0,58.0,35.0,20.0,36.0,,23.0,19.0,29.0
274,91.0,71.0,,30.0,58.0,41.0,43.0,,,49.0,,9.0,,35.0,51.0,,15.0,81.0,94.0,42.0,32.0,11.0,42.0,,20.0,21.0,42.0
275,60.0,63.0,,22.0,39.0,47.0,43.0,,,47.0,,15.0,,25.0,60.0,,16.0,88.0,87.0,53.0,40.0,19.0,33.0,,19.0,16.0,24.0
276,68.0,70.0,,23.0,51.0,43.0,42.0,27.0,,44.0,,12.0,,38.0,51.0,,14.0,87.0,97.0,60.0,34.0,16.0,40.0,,24.0,13.0,30.0
277,65.0,79.0,,31.0,58.0,45.0,50.0,,4.0,50.0,,15.0,,28.0,57.0,,20.0,77.0,87.0,49.0,33.0,21.0,47.0,,21.0,15.0,26.0
278,63.0,92.0,,21.0,46.0,55.0,50.0,,,46.0,,10.0,,19.0,57.0,,13.0,91.0,91.0,60.0,32.0,19.0,33.0,,23.0,19.0,34.0
279,80.0,67.0,,27.0,40.0,42.0,50.0,,4.0,46.0,,16.0,,29.0,58.0,,13.0,74.0,83.0,51.0,37.0,18.0,45.0,,20.0,19.0,42.0
280,71.0,62.0,,21.0,45.0,46.0,51.0,,,48.0,,9.0,,39.0,42.0,,15.0,92.0,96.0,57.0,37.0,14.0,39.0,,21.0,20.0,43.0
281,69.0,72.0,,22.0,43.0,47.0,45.0,,,50.0,,13.0,,28.0,54.0,,17.0,83.0,94.0,49.0,36.0,20.0,27.0,,21.0,19.0,44.0
282,66.0,60.0,,21.0,44.0,43.0,47.0,,,43.0,,9.0,,29.0,56.0,,18.0,81.0,90.0,60.0,38.0,18.0,37.0,,23.0,12.0,33.0
283,83.0,83.0,,23.0,57.0,46.0,43.0,,,41.0,,16.0,,24.0,62.0,,13.0,85.0,84.0,42.0,34.0,20.0,29.0,,21.0,18.0,28.0
284,76.0,73.0,,31.0,51.0,53.0,48.0,,,44.0,8.0,17.0,,26.0,44.0,,16.0,75.0,88.0,60.0,34.0,16.0,35.0,,25.0,18.0,34.0
285,81.0,88.0,,29.0,38.0,55.0,49.0,,,42.0,,13.0,,35.0,55.0,,14.0,72.0,98.0,59.0,38.0,13.0,35.0,,19.0,17.0,41.0
286,61.0,84.0,,31.0,38.0,44.0,47.0,,4.0,47.0,,20.0,,33.0,60.0,,12.0,82.0,87.0,44.0,39.0,18.0,32.0,,23.0,15.0,44.0
287,72.0,70.0,,23.0,52.0,54.0,50.0,,,43.0,,19.0,,28.0,44.0,,13.0,73.0,93.0,47.0,39.0,18.0,42.0,,22.0,20.0,25.0
288,87.0,85.0,,23.0,46.0,52.0,46.0,,,44.0,,22.0,,19.0,57.0,,19.0,75.0,85.0,50.0,36.0,16.0,42.0,,19.0,11.0,38.0
289,85.0,79.0,,25.0,53.0,46.0,45.0,,13.0,43.0,,22.0,,30.0,48.0,,13.0,78.0,86.0,53.0,34.0,16.0,27.0,,23.0,15.0,27.0
290,83.0,65.0,,21.0,38.0,50.0,50.0,,6.0,44.0,,10.0,,34.0,60.0,,17.0,89.0,83.0,53.0,39.0,20.0,31.0,,20.0,14.0,41.0
291,62.0,93.0,,27.0,43.0,49.0,44.0,,,42.0,,20.0,,26.0,44.0,,12.0,73.0,94.0,53.0,34.0,12.0,45.0,,21.0,11.0,33.0
292,67.0,68.0,,23.0,50.0,42.0,46.0,,,45.0,,21.0,,20.0,42.0,,17.0,76.0,85.0,49.0,33.0,13.0,38.0,,19.0,21.0,31.0
293,82.0,82.0,,27.0,38.0,43.0,48.0,,,48.0,,9.0,,29.0,47.0,,16.0,87.0,83.0,58.0,34.0,12.0,44.0,,22.0,17.0,39.0
294,84.0,76.0,,30.0,51.0,49.0,44.0,,,46.0,,12.0,,21.0,57.0,,19.0,82.0,93.0,43.0,36.0,15.0,35.0,,23.0,21.0,25.0
295,85.0,65.0,,21.0,54.0,48.0,51.0,,,46.0,,14.0,,38.0,45.0,,18.0,81.0,85.0,44.0,35.0,17.0,30.0,,22.0,19.0,44.0
296,83.0,69.0,,23.0,39.0,53.0,51.0,,,51.0,,17.0,,20.0,52.0,,19.0,77.0,90.0,59.0,35.0,11.0,28.0,,21.0,21.0,27.0
297,89.0,69.0,,25.0,46.0,41.0,47.0,,,49.0,,20.0,,34.0,56.0,,13.0,81.0,84.0,62.0,40.0,18.0,46.0,,23.0,15.0,44.0
298,90.0,93.0,,25.0,48.0,54.0,47.0,,,46.0,,22.0,,37.0,58.0,,13.0,90.0,95.0,55.0,31.0,13.0,38.0,,24.0,14.0,31.0
299,73.0,75.0,,31.0,42.0,48.0,49.0,,,51.0,,12.0,,25.0,59.0,,14.0,72.0,93.0,62.0,36.0,16.0,30.0,,19.0,19.0,31.0
300,76.0,77.0,,28.0,51.0,53.0,41.0,,,44.0,,14.0,,31.0,53.0,,19.0,85.0,94.0,50.0,41.0,12.0,36.0,,23.0,13.0,43.0
301,84.0,91.0,,30.0,44.0,42.0,43.0,27.0,9.0,50.0,,17.0,,29.0,56.0,,15.0,76.0,83.0,52.0,33.0,21.0,39.0,,25.0,13.0,24.0
302,86.0,83.0,,30.0,42.0,50.0,50.0,,,42.0,,13.0,,33.0,61.0,,15.0,87.0,83.0,57.0,36.0,20.0,47.0,,19.0,16.0,38.0
303,78.0,69.0,,24.0,54.0,52.0,43.0,,,50.0,,13.0,,37.0,44.0,,16.0,83.0,87.0,49.0,39.0,18.0,36.0,,23.0,17.0,35.0
