Indnum,Household heating < 70F,Household heating => 70F,Small kitchen appliance in the home,TV/computer use,Use of air conditioner,Use of heat pump,air travel - large plane,air travel - small  plane (<50 seats),bags of compost deposited (negative CF),bags of garbage disposed,bags of recycling deposited (negative CF),bath,car trips - 2+ people with multiple end points,car trips - driver and self,car trips- self only,hazardous or electric items disposed,large items disposed,shower - long (> 3 min),shower - short,trips using public ground transportation,use of  oven,use of clothes dryer,use of clothes washer,use of cooking range,use of dishwasher,use of self-clean feature of electric oven,wash-up
123,9.0,10.0,0.0,62.0,12.0,0.0,38.41,0.0,0.0,28.0,0.0,0.0,0.0,33.0,378.0,0.0,2.0,35.0,3.0,14.0,11.0,4.0,6.0,0.0,0.0,4.0,44.0
124,6.0,10.0,0.0,59.0,31.0,0.0,32.51,0.0,0.0,18.0,0.0,0.0,0.0,11.0,311.0,0.0,1.0,19.0,7.0,18.0,10.0,1.0,7.0,0.0,0.0,3.0,46.0
125,9.0,2.0,0.0,64.0,27.0,0.0,34.42,0.0,0.0,19.0,0.0,0.0,0.0,29.0,323.0,0.0,2.0,16.0,5.0,18.0,11.0,4.0,4.0,0.0,0.0,2.0,35.0
126,10.0,9.0,0.0,61.0,27.0,-1.0,38.21,0.0,0.0,22.0,0.0,0.0,27.0,14.0,397.0,0.0,0.0,39.0,7.0,19.0,10.0,3.0,5.0,0.0,0.0,3.0,45.0
127,5.0,6.0,0.0,58.0,13.0,0.0,35.83,0.0,0.0,17.0,0.0,0.0,15.0,18.0,322.0,0.0,0.0,32.0,5.0,13.0,8.0,4.0,4.0,0.0,0.0,4.0,32.0
128,9.0,2.0,0.0,64.0,13.0,0.0,25.3,0.0,0.0,27.0,0.0,0.0,0.0,40.0,367.0,1.0,2.0,14.0,4.0,17.0,10.0,3.0,2.0,0.0,0.0,3.0,48.0
129,7.0,10.0,0.0,64.0,20.0,0.0,22.71,0.0,0.0,28.0,0.0,0.0,21.0,39.0,435.0,0.0,0.0,20.0,3.0,16.0,12.0,3.0,5.0,0.0,0.0,4.0,53.0
130,3.0,3.0,0.0,64.0,13.0,0.0,20.75,0.0,0.0,21.0,0.0,7.0,0.0,24.0,269.0,0.0,2.0,19.0,4.0,14.0,12.0,3.0,5.0,0.0,17.0,1.0,32.0
131,4.0,8.0,0.0,59.0,28.0,0.0,30.59,0.0,0.0,25.0,0.0,3.0,0.0,40.0,374.0,0.0,2.0,20.0,8.0,14.0,10.0,3.0,6.0,0.0,0.0,3.0,52.0
132,2.0,4.0,0.0,59.0,28.0,0.0,26.58,0.0,2.0,20.0,0.0,0.0,11.0,19.0,387.0,0.0,0.0,39.0,6.0,18.0,9.0,4.0,8.0,0.0,0.0,2.0,53.0
133,10.0,6.0,0.0,62.0,14.0,0.0,22.63,0.0,0.0,22.0,0.0,0.0,0.0,29.0,345.0,0.0,1.0,22.0,2.0,18.0,12.0,1.0,6.0,0.0,0.0,3.0,34.0
134,4.0,10.0,62.0,60.0,22.0,0.0,26.1,0.0,0.0,19.0,0.0,0.0,0.0,11.0,320.0,0.0,1.0,27.0,2.0,17.0,9.0,3.0,6.0,0.0,0.0,4.0,34.0
135,6.0,6.0,0.0,58.0,32.0,0.0,26.13,0.0,0.0,17.0,0.0,0.0,0.0,25.0,418.0,0.0,1.0,31.0,6.0,18.0,9.0,4.0,2.0,0.0,15.0,3.0,40.0
136,3.0,7.0,0.0,64.0,25.0,0.0,37.14,0.0,0.0,21.0,0.0,0.0,23.0,33.0,286.0,0.0,0.0,37.0,3.0,13.0,12.0,4.0,3.0,0.0,0.0,2.0,55.0
137,6.0,8.0,0.0,61.0,30.0,0.0,29.86,0.0,0.0,17.0,0.0,0.0,20.0,30.0,260.0,0.0,1.0,35.0,5.0,19.0,8.0,3.0,5.0,0.0,0.0,4.0,55.0
138,3.0,6.0,0.0,62.0,30.0,0.0,36.46,0.0,0.0,20.0,0.0,0.0,0.0,31.0,292.0,0.0,1.0,37.0,3.0,12.0,12.0,4.0,5.0,0.0,0.0,4.0,47.0
139,10.0,5.0,0.0,64.0,21.0,0.0,29.37,0.0,0.0,20.0,0.0,0.0,23.0,33.0,270.0,0.0,0.0,20.0,8.0,13.0,10.0,3.0,6.0,0.0,0.0,2.0,39.0
140,10.0,2.0,0.0,62.0,23.0,0.0,28.07,0.0,0.0,22.0,0.0,0.0,20.0,17.0,296.0,0.0,2.0,28.0,3.0,12.0,11.0,2.0,2.0,0.0,0.0,2.0,43.0
141,7.0,7.0,0.0,62.0,20.0,0.0,21.59,0.0,0.0,22.0,0.0,0.0,0.0,17.0,377.0,0.0,1.0,35.0,7.0,19.0,11.0,3.0,3.0,0.0,0.0,3.0,32.0
142,10.0,6.0,0.0,60.0,23.0,0.0,32.55,0.0,0.0,28.0,0.0,0.0,0.0,39.0,435.0,0.0,0.0,13.0,3.0,14.0,8.0,2.0,3.0,0.0,0.0,1.0,32.0
143,4.0,6.0,0.0,64.0,23.0,0.0,30.45,0.0,0.0,23.0,0.0,0.0,0.0,12.0,427.0,0.0,1.0,18.0,3.0,12.0,12.0,3.0,7.0,0.0,0.0,2.0,52.0
144,7.0,3.0,0.0,64.0,28.0,0.0,39.72,0.0,0.0,27.0,0.0,0.0,20.0,23.0,343.0,0.0,2.0,30.0,8.0,13.0,10.0,2.0,5.0,0.0,0.0,2.0,49.0
145,8.0,10.0,0.0,59.0,18.0,0.0,29.44,0.0,0.0,20.0,0.0,0.0,0.0,35.0,366.0,0.0,0.0,21.0,7.0,19.0,12.0,4.0,3.0,0.0,0.0,3.0,41.0
146,4.0,10.0,0.0,63.0,23.0,0.0,32.7,0.0,0.0,28.0,0.0,0.0,14.0,21.0,405.0,0.0,0.0,19.0,3.0,14.0,10.0,4.0,6.0,0.0,17.0,1.0,44.0
147,1.0,5.0,0.0,63.0,24.0,0.0,32.0,4.0,0.0,19.0,0.0,0.0,0.0,30.0,368.0,0.0,0.0,12.0,7.0,19.0,12.0,2.0,6.0,0.0,0.0,2.0,53.0
148,3.0,5.0,0.0,60.0,32.0,0.0,37.15,6.15,0.0,19.0,0.0,0.0,0.0,22.0,405.0,0.0,2.0,29.0,2.0,12.0,12.0,3.0,3.0,0.0,0.0,4.0,52.0
149,9.0,9.0,0.0,60.0,29.0,0.0,31.97,0.0,0.0,19.0,0.0,0.0,0.0,37.0,411.0,0.0,2.0,20.0,8.0,12.0,9.0,2.0,6.0,0.0,0.0,3.0,53.0
150,6.0,3.0,0.0,60.0,31.0,0.0,33.4,0.0,2.0,26.0,0.0,0.0,0.0,17.0,271.0,0.0,1.0,30.0,2.0,17.0,10.0,3.0,5.0,0.0,0.0,1.0,39.0
151,3.0,3.0,0.0,60.0,12.0,0.0,25.03,0.0,0.0,26.0,0.0,0.0,0.0,27.0,374.0,0.0,1.0,18.0,3.0,13.0,12.0,1.0,2.0,0.0,0.0,1.0,39.0
152,1.0,2.0,0.0,60.0,24.0,0.0,33.77,0.0,0.0,25.0,0.0,0.0,0.0,10.0,376.0,0.0,2.0,27.0,5.0,17.0,11.0,1.0,8.0,0.0,0.0,2.0,36.0
153,6.0,5.0,0.0,63.0,29.0,0.0,33.23,0.0,0.0,27.0,0.0,0.0,14.0,10.0,380.0,0.0,1.0,32.0,7.0,14.0,8.0,2.0,3.0,0.0,0.0,3.0,32.0
154,10.0,5.0,0.0,64.0,26.0,0.0,39.24,0.0,6.0,17.0,0.0,0.0,10.0,15.0,327.0,0.0,2.0,33.0,6.0,15.0,9.0,2.0,7.0,0.0,0.0,1.0,53.0
155,3.0,6.0,0.0,63.0,14.0,0.0,31.28,0.0,0.0,24.0,0.0,0.0,27.0,19.0,397.0,2.0,1.0,15.0,2.0,13.0,9.0,2.0,8.0,0.0,0.0,4.0,52.0
156,2.0,3.0,0.0,61.0,12.0,0.0,29.9,0.0,0.0,26.0,0.0,0.0,0.0,36.0,312.0,0.0,1.0,21.0,5.0,17.0,12.0,1.0,7.0,0.0,0.0,2.0,47.0
157,2.0,7.0,0.0,58.0,22.0,0.0,25.91,0.0,0.0,28.0,0.0,0.0,22.0,33.0,386.0,0.0,1.0,32.0,5.0,12.0,8.0,2.0,8.0,0.0,0.0,3.0,35.0
158,7.0,8.0,0.0,59.0,19.0,0.0,38.61,6.68,0.0,28.0,0.0,0.0,0.0,29.0,462.0,0.0,2.0,21.0,2.0,19.0,11.0,1.0,2.0,0.0,0.0,1.0,53.0
159,9.0,2.0,0.0,64.0,15.0,0.0,36.54,0.0,0.0,19.0,0.0,4.0,28.0,26.0,310.0,0.0,1.0,13.0,6.0,16.0,9.0,4.0,5.0,0.0,0.0,1.0,33.0
160,6.0,2.0,0.0,60.0,19.0,0.0,35.89,0.0,0.0,27.0,0.0,0.0,0.0,16.0,260.0,0.0,1.0,24.0,6.0,17.0,11.0,4.0,6.0,0.0,0.0,3.0,34.0
161,5.0,3.0,56.0,63.0,26.0,0.0,26.35,0.0,0.0,23.0,0.0,0.0,0.0,14.0,308.0,0.0,2.0,38.0,5.0,17.0,11.0,1.0,6.0,0.0,0.0,2.0,54.0
162,1.0,3.0,0.0,60.0,19.0,0.0,28.82,0.0,0.0,25.0,0.0,0.0,10.0,33.0,370.0,0.0,0.0,28.0,6.0,13.0,11.0,3.0,3.0,0.0,0.0,4.0,34.0
163,5.0,9.0,61.0,64.0,16.0,0.0,28.44,0.0,0.0,19.0,0.0,0.0,0.0,21.0,293.0,0.0,1.0,31.0,4.0,14.0,8.0,2.0,6.0,0.0,0.0,2.0,38.0
164,6.0,7.0,0.0,62.0,22.0,0.0,33.5,0.0,0.0,24.0,0.0,0.0,0.0,15.0,281.0,0.0,2.0,12.0,4.0,18.0,10.0,3.0,5.0,0.0,0.0,4.0,39.0
165,3.0,5.0,0.0,64.0,30.0,0.0,36.54,0.0,0.0,22.0,0.0,0.0,0.0,20.0,432.0,0.0,0.0,27.0,2.0,12.0,12.0,2.0,3.0,0.0,0.0,3.0,44.0
166,8.0,5.0,0.0,58.0,24.0,0.0,38.08,0.0,0.0,19.0,0.0,0.0,29.0,27.0,407.0,0.0,2.0,18.0,7.0,14.0,12.0,3.0,4.0,0.0,0.0,1.0,48.0
167,10.0,10.0,0.0,64.0,13.0,-4.0,29.68,0.0,0.0,20.0,0.0,0.0,24.0,36.0,285.0,0.0,1.0,36.0,3.0,14.0,10.0,2.0,3.0,0.0,0.0,2.0,43.0
168,5.0,8.0,0.0,62.0,12.0,0.0,38.56,0.0,0.0,20.0,0.0,0.0,14.0,37.0,263.0,0.0,2.0,38.0,7.0,18.0,10.0,2.0,7.0,0.0,0.0,4.0,48.0
169,10.0,3.0,0.0,64.0,19.0,0.0,23.39,0.0,4.0,25.0,0.0,0.0,0.0,33.0,398.0,0.0,0.0,21.0,6.0,13.0,10.0,1.0,8.0,0.0,0.0,1.0,32.0
170,9.0,7.0,0.0,64.0,28.0,-5.0,33.17,0.0,0.0,23.0,0.0,0.0,11.0,22.0,311.0,0.0,0.0,14.0,5.0,16.0,8.0,2.0,6.0,0.0,0.0,3.0,45.0
171,8.0,8.0,0.0,64.0,13.0,0.0,32.84,0.0,0.0,20.0,0.0,0.0,21.0,40.0,444.0,0.0,2.0,11.0,7.0,14.0,12.0,3.0,3.0,0.0,0.0,2.0,44.0
172,5.0,5.0,0.0,59.0,25.0,0.0,34.63,0.0,0.0,25.0,0.0,4.0,0.0,24.0,459.0,0.0,0.0,17.0,7.0,15.0,10.0,4.0,7.0,0.0,0.0,2.0,55.0
173,5.0,6.0,0.0,63.0,18.0,0.0,29.98,0.0,0.0,23.0,0.0,0.0,0.0,39.0,410.0,0.0,1.0,10.0,5.0,14.0,12.0,2.0,6.0,0.0,0.0,3.0,36.0
174,8.0,6.0,0.0,61.0,15.0,0.0,21.52,0.0,0.0,26.0,0.0,0.0,0.0,40.0,379.0,0.0,0.0,27.0,5.0,18.0,10.0,1.0,4.0,0.0,0.0,2.0,38.0
175,2.0,2.0,0.0,59.0,21.0,0.0,22.11,0.0,0.0,25.0,0.0,0.0,0.0,12.0,343.0,0.0,1.0,40.0,3.0,13.0,10.0,3.0,4.0,0.0,0.0,3.0,38.0
176,7.0,10.0,0.0,59.0,32.0,0.0,37.88,0.0,0.0,22.0,0.0,0.0,17.0,27.0,274.0,0.0,1.0,40.0,8.0,15.0,10.0,3.0,2.0,0.0,0.0,4.0,33.0
177,4.0,1.0,0.0,64.0,21.0,0.0,35.74,0.0,2.0,24.0,0.0,0.0,0.0,40.0,374.0,0.0,0.0,25.0,8.0,18.0,10.0,1.0,3.0,0.0,0.0,2.0,34.0
178,4.0,8.0,0.0,62.0,18.0,0.0,24.44,0.0,0.0,25.0,0.0,0.0,0.0,29.0,445.0,0.0,1.0,33.0,3.0,13.0,12.0,4.0,7.0,0.0,0.0,4.0,39.0
179,3.0,4.0,0.0,60.0,26.0,0.0,31.18,0.0,0.0,19.0,0.0,0.0,0.0,22.0,381.0,0.0,0.0,38.0,2.0,15.0,10.0,4.0,5.0,0.0,0.0,3.0,50.0
180,7.0,4.0,0.0,60.0,27.0,0.0,27.87,0.0,0.0,18.0,0.0,0.0,23.0,11.0,458.0,0.0,2.0,28.0,8.0,18.0,11.0,1.0,4.0,0.0,0.0,3.0,52.0
181,4.0,1.0,0.0,63.0,21.0,0.0,25.65,0.0,0.0,17.0,0.0,0.0,10.0,24.0,309.0,0.0,1.0,26.0,4.0,14.0,9.0,2.0,8.0,0.0,0.0,1.0,48.0
182,7.0,5.0,57.0,61.0,27.0,0.0,32.65,0.0,0.0,28.0,0.0,0.0,27.0,20.0,401.0,0.0,2.0,10.0,4.0,16.0,12.0,3.0,6.0,0.0,0.0,2.0,36.0
183,5.0,7.0,0.0,62.0,23.0,0.0,22.55,0.0,0.0,24.0,0.0,0.0,19.0,31.0,292.0,2.0,2.0,12.0,5.0,15.0,10.0,4.0,8.0,0.0,0.0,3.0,47.0
184,10.0,4.0,0.0,62.0,16.0,0.0,37.89,0.0,0.0,23.0,0.0,0.0,0.0,18.0,294.0,0.0,2.0,22.0,2.0,17.0,10.0,4.0,4.0,0.0,0.0,1.0,53.0
185,7.0,10.0,0.0,58.0,19.0,0.0,31.13,0.0,0.0,24.0,0.0,6.0,0.0,31.0,296.0,0.0,2.0,23.0,2.0,14.0,12.0,2.0,5.0,0.0,0.0,4.0,52.0
186,9.0,1.0,0.0,59.0,26.0,0.0,35.98,0.0,0.0,21.0,0.0,0.0,12.0,14.0,460.0,0.0,2.0,15.0,2.0,14.0,8.0,2.0,8.0,0.0,0.0,4.0,48.0
187,9.0,6.0,0.0,59.0,25.0,0.0,21.12,0.0,5.0,20.0,0.0,0.0,0.0,26.0,284.0,0.0,0.0,24.0,2.0,13.0,10.0,1.0,2.0,0.0,0.0,1.0,55.0
188,6.0,3.0,0.0,60.0,17.0,0.0,22.67,0.0,2.0,24.0,0.0,0.0,0.0,14.0,374.0,0.0,2.0,37.0,4.0,14.0,8.0,4.0,5.0,0.0,0.0,2.0,37.0
189,2.0,9.0,0.0,63.0,29.0,0.0,27.69,0.0,2.0,23.0,0.0,0.0,0.0,22.0,320.0,0.0,0.0,30.0,4.0,16.0,9.0,3.0,4.0,0.0,0.0,3.0,48.0
190,6.0,1.0,0.0,59.0,27.0,0.0,22.7,0.0,0.0,21.0,0.0,0.0,0.0,12.0,381.0,0.0,0.0,18.0,7.0,14.0,12.0,2.0,2.0,0.0,0.0,4.0,53.0
191,7.0,9.0,0.0,63.0,13.0,0.0,22.61,0.0,0.0,17.0,0.0,0.0,0.0,26.0,306.0,0.0,0.0,20.0,8.0,18.0,10.0,4.0,7.0,0.0,0.0,4.0,33.0
192,5.0,9.0,0.0,61.0,12.0,0.0,38.74,0.0,0.0,25.0,0.0,0.0,0.0,25.0,273.0,0.0,0.0,15.0,6.0,12.0,10.0,4.0,2.0,0.0,0.0,1.0,49.0
193,5.0,3.0,0.0,64.0,14.0,-3.0,30.24,0.0,0.0,17.0,0.0,0.0,20.0,32.0,321.0,0.0,0.0,27.0,2.0,15.0,9.0,2.0,3.0,0.0,0.0,4.0,44.0
194,6.0,3.0,0.0,59.0,19.0,0.0,33.85,0.0,0.0,23.0,0.0,0.0,0.0,10.0,438.0,0.0,1.0,22.0,4.0,12.0,8.0,2.0,3.0,0.0,0.0,3.0,50.0
195,7.0,9.0,0.0,63.0,12.0,-1.0,38.81,0.0,2.0,28.0,0.0,0.0,11.0,22.0,376.0,1.0,0.0,34.0,6.0,17.0,10.0,4.0,8.0,0.0,0.0,3.0,36.0
196,4.0,6.0,0.0,63.0,26.0,0.0,31.76,6.41,0.0,24.0,0.0,0.0,0.0,31.0,287.0,0.0,2.0,27.0,2.0,12.0,8.0,3.0,7.0,0.0,0.0,3.0,47.0
197,5.0,9.0,0.0,59.0,27.0,0.0,36.7,0.0,0.0,21.0,0.0,0.0,0.0,38.0,447.0,0.0,1.0,18.0,8.0,13.0,11.0,4.0,7.0,0.0,0.0,1.0,37.0
198,8.0,1.0,0.0,59.0,14.0,0.0,24.93,0.0,0.0,28.0,0.0,0.0,0.0,36.0,323.0,0.0,1.0,24.0,3.0,13.0,10.0,1.0,3.0,0.0,0.0,1.0,32.0
199,7.0,2.0,0.0,59.0,25.0,0.0,26.13,0.0,0.0,18.0,0.0,0.0,0.0,34.0,325.0,0.0,1.0,30.0,4.0,13.0,9.0,1.0,3.0,0.0,0.0,4.0,52.0
200,6.0,10.0,0.0,60.0,29.0,0.0,27.28,0.0,0.0,25.0,0.0,0.0,0.0,15.0,281.0,0.0,2.0,26.0,3.0,17.0,8.0,4.0,5.0,0.0,0.0,3.0,50.0
201,4.0,5.0,0.0,63.0,22.0,-1.0,27.29,0.0,0.0,17.0,0.0,0.0,26.0,39.0,279.0,0.0,1.0,18.0,5.0,13.0,11.0,4.0,8.0,0.0,0.0,1.0,54.0
202,6.0,3.0,0.0,62.0,20.0,0.0,23.85,0.0,0.0,21.0,0.0,0.0,0.0,40.0,300.0,0.0,0.0,15.0,7.0,12.0,10.0,3.0,5.0,0.0,0.0,1.0,43.0
203,10.0,2.0,0.0,58.0,15.0,0.0,20.08,0.0,6.0,17.0,0.0,0.0,16.0,24.0,434.0,0.0,2.0,24.0,4.0,17.0,10.0,1.0,5.0,0.0,0.0,3.0,36.0
204,4.0,7.0,0.0,59.0,12.0,0.0,29.21,0.0,0.0,26.0,0.0,0.0,0.0,24.0,452.0,0.0,0.0,27.0,8.0,14.0,12.0,3.0,2.0,0.0,0.0,4.0,54.0
205,2.0,3.0,0.0,62.0,18.0,0.0,30.58,0.0,0.0,27.0,3.0,5.0,24.0,28.0,434.0,0.0,0.0,37.0,7.0,18.0,8.0,4.0,2.0,0.0,0.0,4.0,54.0
206,9.0,5.0,0.0,63.0,17.0,0.0,27.02,0.0,0.0,19.0,0.0,0.0,0.0,31.0,364.0,0.0,0.0,12.0,5.0,18.0,12.0,3.0,4.0,0.0,0.0,1.0,51.0
207,8.0,9.0,0.0,62.0,24.0,0.0,28.65,0.0,3.0,28.0,0.0,0.0,0.0,14.0,343.0,0.0,1.0,38.0,7.0,18.0,9.0,1.0,5.0,0.0,0.0,3.0,36.0
208,7.0,4.0,0.0,58.0,21.0,0.0,35.85,0.0,0.0,19.0,0.0,0.0,0.0,34.0,429.0,0.0,1.0,26.0,5.0,12.0,11.0,3.0,8.0,0.0,0.0,3.0,38.0
209,7.0,7.0,0.0,64.0,28.0,0.0,31.55,0.0,0.0,21.0,8.0,0.0,0.0,29.0,388.0,0.0,0.0,31.0,8.0,12.0,9.0,4.0,6.0,0.0,0.0,2.0,40.0
210,5.0,5.0,0.0,61.0,31.0,-5.0,32.23,0.0,0.0,17.0,0.0,0.0,0.0,31.0,347.0,0.0,1.0,29.0,4.0,15.0,11.0,2.0,4.0,0.0,0.0,3.0,36.0
211,2.0,1.0,0.0,61.0,13.0,0.0,22.13,0.0,0.0,23.0,0.0,4.0,19.0,22.0,458.0,0.0,0.0,40.0,7.0,13.0,12.0,4.0,3.0,0.0,0.0,4.0,52.0
212,9.0,1.0,0.0,60.0,26.0,0.0,25.23,0.0,0.0,27.0,0.0,0.0,0.0,11.0,374.0,0.0,1.0,19.0,5.0,15.0,12.0,4.0,8.0,0.0,0.0,1.0,41.0
213,9.0,6.0,0.0,64.0,32.0,0.0,38.1,0.0,3.0,27.0,6.0,0.0,0.0,30.0,293.0,0.0,2.0,29.0,5.0,16.0,11.0,1.0,7.0,0.0,0.0,2.0,51.0
214,1.0,1.0,0.0,63.0,20.0,-1.0,29.5,0.0,0.0,22.0,0.0,0.0,0.0,34.0,376.0,0.0,0.0,13.0,2.0,18.0,11.0,4.0,6.0,0.0,0.0,4.0,35.0
215,8.0,4.0,0.0,61.0,32.0,0.0,27.35,0.0,0.0,19.0,0.0,2.0,0.0,29.0,412.0,0.0,2.0,14.0,4.0,14.0,12.0,1.0,2.0,0.0,0.0,3.0,43.0
216,3.0,7.0,0.0,61.0,22.0,0.0,23.66,0.0,0.0,17.0,0.0,0.0,0.0,35.0,373.0,0.0,0.0,34.0,5.0,16.0,10.0,4.0,3.0,0.0,0.0,4.0,50.0
217,10.0,10.0,0.0,58.0,20.0,0.0,25.44,0.0,0.0,19.0,0.0,0.0,14.0,32.0,382.0,0.0,2.0,36.0,8.0,12.0,8.0,4.0,4.0,0.0,0.0,3.0,45.0
218,10.0,3.0,0.0,63.0,19.0,0.0,29.65,0.0,0.0,18.0,0.0,0.0,0.0,20.0,460.0,0.0,2.0,22.0,6.0,19.0,8.0,3.0,5.0,0.0,0.0,2.0,45.0
219,7.0,3.0,0.0,63.0,15.0,0.0,21.62,0.0,0.0,27.0,0.0,0.0,25.0,29.0,378.0,0.0,2.0,35.0,4.0,19.0,9.0,2.0,6.0,0.0,0.0,3.0,37.0
220,8.0,6.0,0.0,58.0,24.0,0.0,27.46,0.0,4.0,22.0,0.0,0.0,0.0,25.0,324.0,0.0,2.0,27.0,2.0,16.0,11.0,2.0,5.0,0.0,0.0,4.0,53.0
221,3.0,10.0,0.0,64.0,12.0,0.0,35.26,0.0,0.0,27.0,0.0,0.0,0.0,10.0,376.0,0.0,0.0,19.0,3.0,13.0,8.0,2.0,5.0,0.0,0.0,1.0,34.0
222,3.0,1.0,0.0,62.0,28.0,0.0,36.51,0.0,0.0,18.0,2.0,0.0,30.0,15.0,317.0,0.0,1.0,13.0,3.0,14.0,11.0,2.0,4.0,0.0,0.0,4.0,47.0
223,5.0,8.0,0.0,63.0,16.0,0.0,39.41,0.0,5.0,18.0,0.0,0.0,14.0,35.0,357.0,0.0,0.0,18.0,6.0,15.0,10.0,3.0,6.0,0.0,0.0,1.0,42.0
224,10.0,3.0,0.0,58.0,17.0,0.0,36.1,0.0,4.0,28.0,0.0,0.0,24.0,26.0,260.0,0.0,2.0,23.0,4.0,12.0,9.0,2.0,6.0,0.0,0.0,1.0,49.0
225,1.0,7.0,0.0,59.0,25.0,0.0,24.66,0.0,0.0,28.0,0.0,0.0,28.0,13.0,391.0,0.0,0.0,12.0,6.0,12.0,12.0,3.0,2.0,0.0,0.0,4.0,46.0
226,3.0,6.0,0.0,64.0,17.0,0.0,34.56,0.0,0.0,26.0,0.0,0.0,0.0,31.0,379.0,0.0,1.0,38.0,6.0,18.0,12.0,2.0,3.0,0.0,0.0,2.0,50.0
227,10.0,3.0,0.0,64.0,18.0,0.0,26.02,0.0,0.0,17.0,0.0,0.0,19.0,36.0,380.0,0.0,1.0,35.0,7.0,13.0,8.0,3.0,3.0,0.0,0.0,3.0,45.0
228,2.0,3.0,0.0,61.0,16.0,0.0,37.96,0.0,0.0,21.0,0.0,0.0,15.0,38.0,344.0,0.0,2.0,20.0,6.0,15.0,10.0,2.0,7.0,0.0,0.0,2.0,46.0
229,7.0,1.0,0.0,64.0,13.0,0.0,32.43,0.0,0.0,20.0,0.0,0.0,0.0,40.0,391.0,0.0,1.0,11.0,3.0,18.0,11.0,1.0,7.0,0.0,0.0,2.0,33.0
230,4.0,3.0,0.0,59.0,22.0,0.0,39.67,6.79,0.0,21.0,0.0,0.0,10.0,34.0,335.0,0.0,0.0,15.0,4.0,18.0,8.0,4.0,5.0,0.0,0.0,2.0,40.0
231,8.0,8.0,0.0,59.0,25.0,0.0,20.24,0.0,0.0,28.0,0.0,0.0,28.0,16.0,334.0,0.0,0.0,23.0,3.0,16.0,10.0,2.0,2.0,0.0,0.0,1.0,41.0
232,9.0,9.0,0.0,63.0,18.0,0.0,22.87,0.0,0.0,17.0,0.0,0.0,11.0,23.0,344.0,1.0,1.0,12.0,2.0,16.0,12.0,2.0,6.0,0.0,0.0,1.0,48.0
233,2.0,2.0,0.0,58.0,32.0,0.0,23.33,0.0,0.0,26.0,0.0,0.0,0.0,22.0,287.0,0.0,1.0,15.0,2.0,15.0,9.0,4.0,5.0,0.0,0.0,3.0,48.0
234,3.0,9.0,0.0,61.0,28.0,0.0,36.54,0.0,0.0,26.0,0.0,0.0,0.0,15.0,284.0,0.0,2.0,13.0,6.0,13.0,9.0,1.0,6.0,0.0,0.0,1.0,32.0
235,7.0,9.0,0.0,60.0,19.0,0.0,21.82,0.0,0.0,20.0,0.0,0.0,11.0,33.0,315.0,0.0,2.0,19.0,3.0,15.0,9.0,2.0,8.0,0.0,0.0,1.0,34.0
236,2.0,8.0,0.0,63.0,32.0,0.0,31.36,0.0,0.0,21.0,0.0,0.0,26.0,15.0,264.0,0.0,2.0,23.0,6.0,16.0,11.0,3.0,4.0,0.0,0.0,4.0,46.0
237,8.0,5.0,0.0,62.0,30.0,-5.0,24.49,0.0,0.0,24.0,0.0,0.0,0.0,22.0,464.0,0.0,1.0,25.0,8.0,12.0,10.0,1.0,3.0,0.0,0.0,3.0,35.0
238,1.0,7.0,0.0,59.0,15.0,0.0,23.35,4.32,0.0,17.0,0.0,0.0,12.0,31.0,272.0,0.0,1.0,26.0,6.0,14.0,11.0,1.0,7.0,0.0,0.0,1.0,42.0
239,2.0,4.0,54.0,61.0,27.0,0.0,35.54,0.0,4.0,21.0,0.0,0.0,0.0,37.0,278.0,0.0,2.0,14.0,6.0,18.0,11.0,3.0,5.0,0.0,0.0,1.0,45.0
240,9.0,8.0,0.0,63.0,26.0,0.0,28.84,0.0,0.0,25.0,0.0,0.0,0.0,28.0,339.0,0.0,2.0,13.0,7.0,17.0,8.0,4.0,5.0,0.0,14.0,2.0,43.0
241,7.0,1.0,0.0,62.0,17.0,0.0,29.41,0.0,7.0,27.0,0.0,0.0,18.0,10.0,456.0,0.0,2.0,14.0,5.0,19.0,9.0,4.0,3.0,0.0,0.0,2.0,47.0
242,4.0,4.0,0.0,64.0,24.0,0.0,27.81,0.0,0.0,27.0,0.0,0.0,0.0,29.0,315.0,0.0,0.0,28.0,3.0,19.0,8.0,3.0,5.0,0.0,0.0,2.0,39.0
243,9.0,4.0,0.0,60.0,21.0,0.0,28.95,0.0,0.0,24.0,0.0,7.0,0.0,35.0,437.0,2.0,2.0,26.0,8.0,17.0,11.0,4.0,4.0,0.0,20.0,4.0,50.0
244,6.0,10.0,0.0,58.0,27.0,0.0,21.69,0.0,3.0,28.0,0.0,0.0,0.0,16.0,459.0,0.0,1.0,40.0,2.0,18.0,9.0,2.0,8.0,0.0,0.0,3.0,36.0
245,7.0,8.0,0.0,64.0,21.0,0.0,25.99,0.0,0.0,20.0,0.0,0.0,30.0,27.0,303.0,0.0,2.0,28.0,4.0,15.0,12.0,4.0,8.0,0.0,0.0,2.0,36.0
246,4.0,4.0,0.0,61.0,12.0,0.0,31.52,5.42,0.0,23.0,0.0,0.0,0.0,34.0,331.0,0.0,1.0,36.0,3.0,19.0,8.0,1.0,3.0,0.0,0.0,2.0,51.0
